dataset,sub_suite_id,sampler,best_of_iter_AR,median_of_iter_AR
elevator2,796,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,796,Sampling Noise Only,1.0,1.0
elevator2,796,Statevector Simulator,1.0,1.0
elevator2,797,Fake Brisbane Backend,1.0,1.0
elevator2,797,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,797,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,797,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,797,Sampling Noise Only,1.0,1.0
elevator2,797,Statevector Simulator,1.0,1.0
elevator2,798,Fake Brisbane Backend,1.0,1.0
elevator2,798,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,798,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,798,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,798,Sampling Noise Only,1.0,1.0
elevator2,798,Statevector Simulator,1.0,1.0
elevator2,799,Fake Brisbane Backend,1.0,1.0
elevator2,799,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,799,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,799,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,799,Sampling Noise Only,1.0,1.0
elevator2,799,Statevector Simulator,1.0,1.0
elevator2,8,Fake Brisbane Backend,1.0,1.0
elevator2,8,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,8,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,8,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,8,Sampling Noise Only,1.0,1.0
elevator2,8,Statevector Simulator,1.0,1.0
elevator2,80,Fake Brisbane Backend,1.0,1.0
elevator2,80,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,80,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,80,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,80,Sampling Noise Only,1.0,1.0
elevator2,80,Statevector Simulator,1.0,1.0
elevator2,800,Fake Brisbane Backend,1.0,1.0
elevator2,800,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,800,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,800,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,800,Sampling Noise Only,1.0,1.0
elevator2,800,Statevector Simulator,1.0,1.0
elevator2,801,Fake Brisbane Backend,1.0,1.0
elevator2,801,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,801,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,801,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,801,Sampling Noise Only,1.0,1.0
elevator2,801,Statevector Simulator,1.0,1.0
elevator2,802,Fake Brisbane Backend,1.0,1.0
elevator2,802,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,802,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,802,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,802,Sampling Noise Only,1.0,1.0
elevator2,802,Statevector Simulator,1.0,1.0
elevator2,803,Fake Brisbane Backend,1.0,1.0
elevator2,803,Sampling Noise + 1% Depolarizing Error Probability,1.0,38297731285.126755
elevator2,803,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,803,Sampling Noise + 5% Depolarizing Error Probability,1.0,38297731285.126755
elevator2,803,Sampling Noise Only,1.0,1.0
elevator2,803,Statevector Simulator,1.0,1.0
elevator2,804,Fake Brisbane Backend,1.0,1.0
elevator2,804,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,804,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,804,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,804,Sampling Noise Only,1.0,1.0
elevator2,804,Statevector Simulator,1.0,1.0
elevator2,805,Fake Brisbane Backend,1.0,1.0
elevator2,805,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,805,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,805,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,805,Sampling Noise Only,1.0,1.0
elevator2,805,Statevector Simulator,1.0,1.0
elevator2,806,Fake Brisbane Backend,1.0,1.0
elevator2,806,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,806,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,806,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,806,Sampling Noise Only,1.0,1.0
elevator2,806,Statevector Simulator,1.0,1.0
elevator2,807,Fake Brisbane Backend,1.0,1.0
elevator2,807,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,807,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,807,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,807,Sampling Noise Only,1.0,1.0
elevator2,807,Statevector Simulator,1.0,1.0
elevator2,808,Fake Brisbane Backend,1.0,1.0
elevator2,808,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,808,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,808,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,808,Sampling Noise Only,1.0,1.0
elevator2,808,Statevector Simulator,1.0,1.0
elevator2,809,Fake Brisbane Backend,1.0,1.0
elevator2,809,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,809,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,809,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,809,Sampling Noise Only,1.0,1.0
elevator2,809,Statevector Simulator,1.0,1.0
elevator2,81,Fake Brisbane Backend,1.0,1.0
elevator2,81,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,81,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,81,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,81,Sampling Noise Only,1.0,1.0
elevator2,81,Statevector Simulator,1.0,1.0
elevator2,810,Fake Brisbane Backend,1.0,1.0
elevator2,810,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,810,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,810,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,810,Sampling Noise Only,1.0,1.0
elevator2,810,Statevector Simulator,1.0,1.0
elevator2,811,Fake Brisbane Backend,1.0,1.0
elevator2,811,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,811,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,811,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,811,Sampling Noise Only,1.0,1.0
elevator2,811,Statevector Simulator,1.0,1.0
elevator2,812,Fake Brisbane Backend,1.0,1.0
elevator2,812,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,812,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,812,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,812,Sampling Noise Only,1.0,1.0
elevator2,812,Statevector Simulator,1.0,1.0
elevator2,813,Fake Brisbane Backend,1.0,1.0
elevator2,813,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,813,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,813,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,813,Sampling Noise Only,1.0,1.0
elevator2,813,Statevector Simulator,1.0,1.0
elevator2,814,Fake Brisbane Backend,1.0,1.0
elevator2,814,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,814,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,814,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,814,Sampling Noise Only,1.0,1.0
elevator2,814,Statevector Simulator,1.0,1.0
elevator2,815,Fake Brisbane Backend,1.0,1.0
elevator2,815,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,815,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,815,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,815,Sampling Noise Only,1.0,1.0
elevator2,815,Statevector Simulator,1.0,1.0
elevator2,816,Fake Brisbane Backend,1.0,1.0
elevator2,816,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,816,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,816,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,816,Sampling Noise Only,1.0,1.0
elevator2,816,Statevector Simulator,1.0,1.0
elevator2,817,Fake Brisbane Backend,1.0,1.0
elevator2,817,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,817,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,817,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,817,Sampling Noise Only,1.0,1.0
elevator2,817,Statevector Simulator,1.0,1.0
elevator2,818,Fake Brisbane Backend,1.0,1.0
elevator2,818,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,818,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,818,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,818,Sampling Noise Only,1.0,1.0
elevator2,818,Statevector Simulator,1.0,1.0
elevator2,819,Fake Brisbane Backend,1.0,1.0
elevator2,819,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,819,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,819,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,819,Sampling Noise Only,1.0,1.0
elevator2,819,Statevector Simulator,1.0,1.0
elevator2,82,Fake Brisbane Backend,1.0,1.0
elevator2,82,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,82,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,82,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,82,Sampling Noise Only,1.0,1.0
elevator2,82,Statevector Simulator,1.0,1.0
elevator2,820,Fake Brisbane Backend,1.0,1.0
elevator2,820,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,820,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,820,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,820,Sampling Noise Only,1.0,1.0
elevator2,820,Statevector Simulator,1.0,1.0
elevator2,821,Fake Brisbane Backend,1.0,1.0
elevator2,821,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,821,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,821,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,821,Sampling Noise Only,1.0,1.0
elevator2,821,Statevector Simulator,1.0,1.0
elevator2,822,Fake Brisbane Backend,1.0,1.0
elevator2,822,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,822,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,822,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,822,Sampling Noise Only,1.0,1.0
elevator2,822,Statevector Simulator,1.0,1.0
elevator2,823,Fake Brisbane Backend,1.0,1.0
elevator2,823,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,823,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,823,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,823,Sampling Noise Only,1.0,1.0
elevator2,823,Statevector Simulator,1.0,1.0
elevator2,824,Fake Brisbane Backend,1.0,1.0
elevator2,824,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,824,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,824,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,824,Sampling Noise Only,1.0,1.0
elevator2,824,Statevector Simulator,1.0,1.0
elevator2,825,Fake Brisbane Backend,1.0,1.0
elevator2,825,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,825,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,825,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,825,Sampling Noise Only,1.0,1.0
elevator2,825,Statevector Simulator,1.0,1.0
elevator2,826,Fake Brisbane Backend,1.0,1.0
elevator2,826,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,826,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,826,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,826,Sampling Noise Only,1.0,1.0
elevator2,826,Statevector Simulator,1.0,1.0
elevator2,827,Fake Brisbane Backend,1.0,1.0
elevator2,827,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,827,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,827,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,827,Sampling Noise Only,1.0,1.0
elevator2,827,Statevector Simulator,1.0,1.0
elevator2,828,Fake Brisbane Backend,1.0,1.0
elevator2,828,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,828,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,828,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,828,Sampling Noise Only,1.0,1.0
elevator2,828,Statevector Simulator,1.0,1.0
elevator2,829,Fake Brisbane Backend,1.0,1.0
elevator2,829,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,829,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,829,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,829,Sampling Noise Only,1.0,1.0
elevator2,829,Statevector Simulator,1.0,1.0
elevator2,83,Fake Brisbane Backend,1.0,1.0
elevator2,83,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,83,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,83,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,83,Sampling Noise Only,1.0,1.0
elevator2,83,Statevector Simulator,1.0,1.0
elevator2,830,Fake Brisbane Backend,1.0,1.0
elevator2,830,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,830,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,830,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,830,Sampling Noise Only,1.0,1.0
elevator2,830,Statevector Simulator,1.0,1.0
elevator2,831,Fake Brisbane Backend,1.0,1.0
elevator2,831,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,831,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,831,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,831,Sampling Noise Only,1.0,1.0
elevator2,831,Statevector Simulator,1.0,1.0
elevator2,832,Fake Brisbane Backend,1.0,1.0
elevator2,832,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,832,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,832,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,832,Sampling Noise Only,1.0,1.0
elevator2,832,Statevector Simulator,1.0,1.0
elevator2,833,Fake Brisbane Backend,1.0,1.0
elevator2,833,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,833,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,833,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,833,Sampling Noise Only,1.0,1.0
elevator2,833,Statevector Simulator,1.0,1.0
elevator2,834,Fake Brisbane Backend,1.0,1.0
elevator2,834,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,834,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,834,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,834,Sampling Noise Only,1.0,1.0
elevator2,834,Statevector Simulator,1.0,1.0
elevator2,835,Fake Brisbane Backend,1.0,1.0
elevator2,835,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,835,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,835,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,835,Sampling Noise Only,1.0,1.0
elevator2,835,Statevector Simulator,1.0,1.0
elevator2,836,Fake Brisbane Backend,1.0,1.0
elevator2,836,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,836,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,836,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,836,Sampling Noise Only,1.0,1.0
elevator2,836,Statevector Simulator,1.0,1.0
elevator2,837,Fake Brisbane Backend,1.0,1.0
elevator2,837,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,837,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,837,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,837,Sampling Noise Only,1.0,1.0
elevator2,837,Statevector Simulator,1.0,1.0
elevator2,838,Fake Brisbane Backend,1.0,1.0
elevator2,838,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,838,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,838,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,838,Sampling Noise Only,1.0,1.0
elevator2,838,Statevector Simulator,1.0,1.0
elevator2,839,Fake Brisbane Backend,1.0,1.0
elevator2,839,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,839,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,839,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,839,Sampling Noise Only,1.0,1.0
elevator2,839,Statevector Simulator,1.0,1.0
elevator2,84,Fake Brisbane Backend,1.0,1.0
elevator2,84,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,84,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,84,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,84,Sampling Noise Only,1.0,1.0
elevator2,84,Statevector Simulator,1.0,1.0
elevator2,840,Fake Brisbane Backend,1.0,1.0
elevator2,840,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,840,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,840,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,840,Sampling Noise Only,1.0,1.0
elevator2,840,Statevector Simulator,1.0,1.0
elevator2,841,Fake Brisbane Backend,1.0,1.0
elevator2,841,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,841,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,841,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,841,Sampling Noise Only,1.0,1.0
elevator2,841,Statevector Simulator,1.0,1.0
elevator2,842,Fake Brisbane Backend,1.0,1.0
elevator2,842,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,842,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,842,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,842,Sampling Noise Only,1.0,1.0
elevator2,842,Statevector Simulator,1.0,1.0
elevator2,843,Fake Brisbane Backend,1.0,1.0
elevator2,843,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,843,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,843,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,843,Sampling Noise Only,1.0,1.0
elevator2,843,Statevector Simulator,1.0,1.0
elevator2,844,Fake Brisbane Backend,1.0,1.0
elevator2,844,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,844,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,844,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,844,Sampling Noise Only,1.0,1.0
elevator2,844,Statevector Simulator,1.0,1.0
elevator2,845,Fake Brisbane Backend,1.0,1.0
elevator2,845,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,845,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,845,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,845,Sampling Noise Only,1.0,1.0
elevator2,845,Statevector Simulator,1.0,1.0
elevator2,846,Fake Brisbane Backend,1.0,1.0
elevator2,846,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,846,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,846,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,846,Sampling Noise Only,1.0,1.0
elevator2,846,Statevector Simulator,1.0,1.0
elevator2,847,Fake Brisbane Backend,1.0,1.0
elevator2,847,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,847,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,847,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,847,Sampling Noise Only,1.0,1.0
elevator2,847,Statevector Simulator,1.0,1.0
elevator2,848,Fake Brisbane Backend,1.0,1.0
elevator2,848,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,848,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,848,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,848,Sampling Noise Only,1.0,1.0
elevator2,848,Statevector Simulator,1.0,1.0
elevator2,849,Fake Brisbane Backend,1.0,1.0
elevator2,849,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,849,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,849,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,849,Sampling Noise Only,1.0,1.0
elevator2,849,Statevector Simulator,1.0,1.0
elevator2,85,Fake Brisbane Backend,1.0,1.0
elevator2,85,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,85,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,85,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,85,Sampling Noise Only,1.0,1.0
elevator2,85,Statevector Simulator,1.0,1.0
elevator2,850,Fake Brisbane Backend,1.0,1.0
elevator2,850,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,850,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,850,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,850,Sampling Noise Only,1.0,1.0
elevator2,850,Statevector Simulator,1.0,1.0
elevator2,851,Fake Brisbane Backend,1.0,1.0
elevator2,851,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,851,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,851,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,851,Sampling Noise Only,1.0,1.0
elevator2,851,Statevector Simulator,1.0,1.0
elevator2,852,Fake Brisbane Backend,1.0,1.0
elevator2,852,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,852,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,852,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,852,Sampling Noise Only,1.0,1.0
elevator2,852,Statevector Simulator,1.0,1.0
elevator2,853,Fake Brisbane Backend,1.0,1.0
elevator2,853,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,853,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,853,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,853,Sampling Noise Only,1.0,1.0
elevator2,853,Statevector Simulator,1.0,1.0
elevator2,854,Fake Brisbane Backend,1.0,1.0
elevator2,854,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,854,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,854,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,854,Sampling Noise Only,1.0,1.0
elevator2,854,Statevector Simulator,1.0,1.0
elevator2,855,Fake Brisbane Backend,1.0,1.0
elevator2,855,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,855,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,855,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,855,Sampling Noise Only,1.0,1.0
elevator2,855,Statevector Simulator,1.0,1.0
elevator2,856,Fake Brisbane Backend,1.0,1.0
elevator2,856,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,856,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,856,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,856,Sampling Noise Only,1.0,1.0
elevator2,856,Statevector Simulator,1.0,1.0
elevator2,857,Fake Brisbane Backend,1.0,1.0
elevator2,857,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,857,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,857,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,857,Sampling Noise Only,1.0,1.0
elevator2,857,Statevector Simulator,1.0,1.0
elevator2,858,Fake Brisbane Backend,1.0,1.0
elevator2,858,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,858,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,858,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,858,Sampling Noise Only,1.0,1.0
elevator2,858,Statevector Simulator,1.0,1.0
elevator2,859,Fake Brisbane Backend,1.0,1.0
elevator2,859,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,859,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,859,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,859,Sampling Noise Only,1.0,1.0
elevator2,859,Statevector Simulator,1.0,1.0
elevator2,86,Fake Brisbane Backend,1.0,1.0
elevator2,86,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,86,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,86,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,86,Sampling Noise Only,1.0,1.0
elevator2,86,Statevector Simulator,1.0,1.0
elevator2,860,Fake Brisbane Backend,1.0,1.0
elevator2,860,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,860,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,860,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,860,Sampling Noise Only,1.0,1.0
elevator2,860,Statevector Simulator,1.0,1.0
elevator2,861,Fake Brisbane Backend,1.0,1.0
elevator2,861,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,861,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,861,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,861,Sampling Noise Only,1.0,1.0
